airport_code,lat,lng
N/A,51.395000,4.961000
N/A,0.000000,0.000000
N/A,51.266000,4.755000
N/A,0.000000,0.000000
N/A,51.832000,12.186000
N/A,52.197000,14.586000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.879000,14.152000
N/A,0.000000,0.000000
N/A,51.308000,13.555000
N/A,0.000000,0.000000
N/A,51.363000,11.941000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.552000,12.053000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.294000,13.359000
N/A,0.000000,0.000000
N/A,53.306000,12.753000
N/A,52.580000,13.916000
N/A,52.203000,13.159000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.856000,11.418000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.338000,12.710000
N/A,0.000000,0.000000
N/A,50.917000,11.714000
N/A,52.919000,12.425000
N/A,0.000000,0.000000
N/A,52.074000,11.626000
N/A,51.328000,12.657000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.364000,14.952000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.833000,13.669000
N/A,0.000000,0.000000
N/A,51.889000,14.532000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.721000,11.962000
N/A,51.296000,14.129000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.961000,8.644000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.035000,8.679000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.606000,8.368000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.969000,8.147000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.993000,10.473000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.708000,8.082000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.406000,6.528000
N/A,0.000000,0.000000
N/A,51.099000,7.602000
N/A,0.000000,0.000000
N/A,51.530000,6.537000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.996000,6.840000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.111000,9.763000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.396000,12.724000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.901000,12.518000
N/A,0.000000,0.000000
N/A,48.636000,13.195000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,47.859000,10.014000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.629000,11.820000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.778000,10.264000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.263000,10.996000
N/A,49.794000,11.132000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.863000,11.788000
N/A,0.000000,0.000000
N/A,50.018000,10.529000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.209000,7.401000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.020000,7.834000
N/A,0.000000,0.000000
N/A,48.982000,8.333000
N/A,48.054000,9.373000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.118000,9.777000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.608000,13.738000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.177000,9.946000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.272000,7.443000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.772000,9.378000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.221000,9.601000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,59.259000,24.204000
N/A,58.991000,22.831000
N/A,58.230000,22.509000
N/A,58.419000,24.473000
N/A,58.307000,26.690000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.116000,22.201000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.689000,23.074000
N/A,59.849000,23.083000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,60.654000,24.881000
N/A,0.000000,0.000000
N/A,60.463000,23.652000
N/A,0.000000,0.000000
N/A,61.249000,28.904000
N/A,62.166000,30.074000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,62.463000,22.393000
N/A,66.713000,27.157000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.144000,25.693000
N/A,62.947000,23.519000
N/A,60.334000,24.296000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.246000,22.193000
N/A,0.000000,0.000000
N/A,65.402000,26.947000
N/A,63.732000,25.926000
N/A,0.000000,0.000000
N/A,64.688000,24.696000
N/A,62.065000,28.356000
N/A,0.000000,0.000000
N/A,60.745000,24.108000
N/A,61.062000,26.799000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.773000,24.027000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,64.060000,24.716000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.608000,-1.032000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.920000,-1.079000
N/A,52.517000,-2.260000
N/A,51.668000,-2.057000
N/A,0.000000,0.000000
N/A,52.041000,-1.096000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.338000,-2.149000
N/A,0.000000,0.000000
N/A,53.560000,-0.858000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.087000,-4.150000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.152000,-1.747000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.086000,-5.256000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.405000,-3.436000
N/A,0.000000,0.000000
N/A,51.833000,-4.961000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.676000,-1.081000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.719000,-0.566000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.745000,-2.883000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.812000,-4.123000
N/A,52.871000,-2.533000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.258000,-4.373000
N/A,52.798000,-2.668000
N/A,53.248000,-4.535000
N/A,53.581000,-3.055000
N/A,54.851000,-4.948000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.383000,-0.783000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.468000,-0.251000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.722000,0.154000
N/A,53.394000,-1.388000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.072000,-0.617000
N/A,51.117000,-0.534000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.616000,-1.096000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.409000,0.561000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.127000,0.956000
N/A,52.357000,-0.108000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.640000,-2.306000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.137000,-1.420000
N/A,54.292000,-1.535000
N/A,0.000000,0.000000
N/A,53.834000,-1.195000
N/A,0.000000,0.000000
N/A,52.736000,-0.649000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.307000,-0.551000
N/A,0.000000,0.000000
N/A,52.613000,-0.476000
N/A,54.049000,-1.252000
N/A,0.000000,0.000000
N/A,54.206000,-1.382000
N/A,0.000000,0.000000
N/A,53.031000,-0.481000
N/A,52.962000,-0.561000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,51.255000,5.601000
N/A,0.000000,0.000000
N/A,52.061000,5.873000
N/A,0.000000,0.000000
N/A,53.119000,6.130000
N/A,51.568000,4.933000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.460000,5.527000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,55.044000,-8.341000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.303000,-6.443000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,55.941000,12.382000
N/A,0.000000,0.000000
N/A,56.397000,8.443000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,57.278000,11.001000
N/A,0.000000,0.000000
N/A,54.699000,11.440000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.870000,9.279000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,57.503000,10.229000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,56.550000,9.173000
N/A,0.000000,0.000000
N/A,55.697000,9.193000
N/A,0.000000,0.000000
N/A,55.436000,9.331000
N/A,56.847000,9.459000
N/A,55.767000,12.343000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,61.392000,5.764000
N/A,60.639000,6.501000
N/A,60.417000,8.514000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,59.969000,11.036000
N/A,59.566000,9.212000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,59.379000,10.786000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,70.355000,31.045000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.238000,19.035000
N/A,54.042000,16.264000
N/A,0.000000,0.000000
N/A,51.722000,19.398000
N/A,0.000000,0.000000
N/A,50.322000,21.462000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,53.392000,14.634000
N/A,53.791000,15.828000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,58.402000,15.526000
N/A,58.611000,16.103000
N/A,59.897000,17.588000
N/A,59.181000,17.912000
N/A,0.000000,0.000000
N/A,58.409000,13.262000
N/A,56.184000,14.132000
N/A,0.000000,0.000000
N/A,58.598000,14.114000
N/A,56.844000,15.452000
N/A,58.498000,13.053000
N/A,56.785000,13.602000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,58.170000,13.588000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,58.514000,14.507000
N/A,58.426000,12.714000
N/A,60.133000,18.105000
N/A,59.419000,17.891000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,59.314000,17.109000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,59.676000,12.639000
N/A,58.791000,16.571000
N/A,56.611000,15.605000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,56.950000,13.922000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,57.264000,13.599000
N/A,0.000000,0.000000
N/A,57.292000,14.137000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,63.738000,15.458000
N/A,0.000000,0.000000
N/A,62.409000,13.747000
N/A,61.898000,15.705000
N/A,63.634000,17.940000
N/A,66.496000,20.147000
N/A,63.129000,14.803000
N/A,65.399000,21.265000
N/A,61.190000,14.712000
N/A,62.481000,17.003000
N/A,60.020000,13.579000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,65.875000,20.150000
N/A,0.000000,0.000000
N/A,65.836000,21.471000
N/A,59.386000,15.924000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,60.157000,12.991000
N/A,59.351000,16.708000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,64.571000,19.314000
N/A,0.000000,0.000000
N/A,64.961000,17.696000
N/A,61.869000,12.691000
N/A,65.106000,20.761000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,67.765000,20.257000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,65.806000,15.083000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.920000,10.914000
N/A,49.650000,7.300000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,52.278000,9.082000
N/A,52.291000,7.387000
N/A,51.114000,9.286000
N/A,0.000000,0.000000
N/A,53.994000,9.578000
N/A,48.220000,9.910000
N/A,50.366000,7.315000
N/A,49.392000,9.958000
N/A,49.218000,11.101000
N/A,52.919000,10.184000
N/A,51.768000,14.292000
N/A,49.699000,11.941000
N/A,49.218000,11.836000
N/A,0.000000,0.000000
N/A,49.743000,10.201000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,54.625000,9.341000
N/A,0.000000,0.000000
N/A,53.767000,8.658000
N/A,0.000000,0.000000
N/A,52.585000,8.341000
N/A,54.312000,9.538000
N/A,0.000000,0.000000
N/A,53.533000,7.889000
N/A,0.000000,0.000000
N/A,50.831000,6.658000
N/A,52.339000,7.541000
N/A,51.664000,14.634000
N/A,54.459000,9.516000
N/A,53.548000,7.667000
N/A,53.602000,13.306000
N/A,52.457000,9.427000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.634000,11.767000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.563000,8.463000
N/A,50.050000,8.325000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.071000,10.906000
N/A,50.174000,7.063000
N/A,48.322000,11.949000
N/A,51.768000,13.167000
N/A,48.716000,11.534000
N/A,48.186000,10.862000
N/A,47.989000,10.239000
N/A,48.711000,11.211000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-25.944000,29.810000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-26.239000,28.302000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-28.248000,28.336000
N/A,0.000000,0.000000
N/A,-27.367000,26.629000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-26.369000,27.350000
N/A,-31.500000,19.726000
N/A,0.000000,0.000000
N/A,-30.637000,23.920000
N/A,-24.805000,26.832000
N/A,0.000000,0.000000
N/A,-28.183000,30.224000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-26.495000,29.980000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-28.823000,27.909000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
